full_date,day_of_week,morning,afternoon,evening,full_day,,,,,,,,,,,,,,,,
Jan-20,Sunday,308267,63453,312223,2940273,,,,,,,,,,,,,,,,
Jan-20,Monday,482768,59702,410357,3116320,,,,,,,,,,,,,,,,
Jan-20,Tuesday,534110,58645,376828,2940193,,,,,,,,,,,,,,,,
Jan-20,Wednesday,411041,58593,425142,2674665,,,,,,,,,,,,,,,,
Jan-20,Thursday,149700,62823,108197,864546,,,,,,,,,,,,,,,,
Jan-20,Friday,75758,67768,82013,382915,,,,,,,,,,,,,,,,
Jan-20,Saturday,37198,67694,86670,425460,,,,,,,,,,,,,,,,
Jan-20,Sunday,26416,65615,52485,235139,,,,,,,,,,,,,,,,
Jan-20,Monday,60777,61296,62941,304931,,,,,,,,,,,,,,,,
Jan-20,Tuesday,76535,58853,71076,345191,,,,,,,,,,,,,,,,
Jan-20,Wednesday,73708,58697,72201,341924,,,,,,,,,,,,,,,,
Jan-20,Thursday,77199,60400,70058,400610,,,,,,,,,,,,,,,,
Jan-20,Friday,117501,65485,109883,706400,,,,,,,,,,,,,,,,
Jan-20,Saturday,53320,58377,55910,434493,,,,,,,,,,,,,,,,
Jan-20,Sunday,5394,12813,11435,44400,,,,,,,,,,,,,,,,
Jan-20,Monday,22331,13847,19808,90418,,,,,,,,,,,,,,,,
Jan-20,Tuesday,23101,14209,21011,94210,,,,,,,,,,,,,,,,
Jan-20,Wednesday,23601,14099,20773,94982,,,,,,,,,,,,,,,,
Jan-20,Thursday,21544,15233,21556,93787,,,,,,,,,,,,,,,,
Jan-20,Friday,21895,17494,22896,99797,,,,,,,,,,,,,,,,
Feb-20,Saturday,8681,14976,14319,59797,,,,,,,,,,,,,,,,
Feb-20,Sunday,5837,12612,10984,45463,,,,,,,,,,,,,,,,
Feb-20,Monday,22646,14272,19999,91658,,,,,,,,,,,,,,,,
Feb-20,Tuesday,90948,58557,71113,463146,,,,,,,,,,,,,,,,
Feb-20,Wednesday,129964,59122,136437,690262,,,,,,,,,,,,,,,,
Feb-20,Thursday,20450,14891,21063,90004,,,,,,,,,,,,,,,,
Feb-20,Friday,17592,15831,19477,84251,,,,,,,,,,,,,,,,
Feb-20,Saturday,8494,15096,14438,59617,,,,,,,,,,,,,,,,
Feb-20,Sunday,5638,13552,13181,48091,,,,,,,,,,,,,,,,
Feb-20,Monday,21955,13656,19008,88295,,,,,,,,,,,,,,,,
Feb-20,Tuesday,22517,16230,20516,94901,,,,,,,,,,,,,,,,
Feb-20,Wednesday,22970,14194,19067,91580,,,,,,,,,,,,,,,,
Feb-20,Thursday,22473,15394,22093,96813,,,,,,,,,,,,,,,,
Feb-20,Friday,22606,18500,24005,104357,,,,,,,,,,,,,,,,
Feb-20,Saturday,8655,15876,15766,62651,,,,,,,,,,,,,,,,
Feb-20,Sunday,5691,13572,12261,47545,,,,,,,,,,,,,,,,
Feb-20,Monday,17746,14930,18844,81458,,,,,,,,,,,,,,,,
Feb-20,Tuesday,22601,14382,20130,92716,,,,,,,,,,,,,,,,
Feb-20,Wednesday,23576,15135,21487,97073,,,,,,,,,,,,,,,,
Feb-20,Thursday,23281,14933,20360,95614,,,,,,,,,,,,,,,,
Feb-20,Friday,22777,17462,22834,101534,,,,,,,,,,,,,,,,
Feb-20,Saturday,9209,16094,15598,63619,,,,,,,,,,,,,,,,
Feb-20,Sunday,5812,13091,12163,47055,,,,,,,,,,,,,,,,
Feb-20,Monday,21737,13209,19506,88673,,,,,,,,,,,,,,,,
Feb-20,Tuesday,23572,14494,21084,96148,,,,,,,,,,,,,,,,
Feb-20,Wednesday,397576,61172,238563,2550651,,,,,,,,,,,,,,,,
Feb-20,Thursday,364887,65533,268663,3022926,,,,,,,,,,,,,,,,
Feb-20,Friday,426117,69535,199879,3083211,,,,,,,,,,,,,,,,
Feb-20,Saturday,273882,126256,367902,3235874,,,,,,,,,,,,,,,,
Mar-20,Sunday,14169,25598,22429,94933,,,,,,,,,,,,,,,,
Mar-20,Monday,25264,20094,26516,114269,,,,,,,,,,,,,,,,
Mar-20,Tuesday,20376,20494,23034,101563,,,,,,,,,,,,,,,,
Mar-20,Wednesday,24647,21857,27176,117590,,,,,,,,,,,,,,,,
Mar-20,Thursday,25235,22858,28434,122588,,,,,,,,,,,,,,,,
Mar-20,Friday,24523,26847,32385,133881,,,,,,,,,,,,,,,,
Mar-20,Saturday,15796,29381,31749,119753,,,,,,,,,,,,,,,,
Mar-20,Sunday,1818,3645,2952,12432,,,,,,,,,,,,,,,,
Mar-20,Monday,25806,23524,29198,125408,,,,,,,,,,,,,,,,
Mar-20,Tuesday,23268,23452,28329,118687,,,,,,,,,,,,,,,,
Mar-20,Wednesday,26898,24169,30047,129387,,,,,,,,,,,,,,,,
Mar-20,Thursday,25911,24759,28507,126670,,,,,,,,,,,,,,,,
Mar-20,Friday,24330,27667,31975,134267,,,,,,,,,,,,,,,,
Mar-20,Saturday,13893,26981,24460,103412,,,,,,,,,,,,,,,,
Mar-20,Sunday,10126,21779,19387,78661,,,,,,,,,,,,,,,,
Mar-20,Monday,21254,22720,24933,108182,,,,,,,,,,,,,,,,
Mar-20,Tuesday,18432,20336,22075,95568,,,,,,,,,,,,,,,,
Mar-20,Wednesday,18536,21168,21439,95621,,,,,,,,,,,,,,,,
Mar-20,Thursday,19044,20307,28472,103605,,,,,,,,,,,,,,,,
Mar-20,Friday,16054,19537,19411,85821,,,,,,,,,,,,,,,,
Mar-20,Saturday,9060,18035,15756,64687,,,,,,,,,,,,,,,,
Mar-20,Sunday,6136,18521,12871,53050,,,,,,,,,,,,,,,,
Mar-20,Monday,13130,14301,13877,64466,,,,,,,,,,,,,,,,
Mar-20,Tuesday,11760,13010,12278,57827,,,,,,,,,,,,,,,,
Mar-20,Wednesday,8829,51043,22887,99336,,,,,,,,,,,,,,,,
Mar-20,Thursday,6843,7742,7742,35718,,,,,,,,,,,,,,,,
Mar-20,Friday,12536,15866,15671,68205,,,,,,,,,,,,,,,,
Mar-20,Saturday,7095,13946,13419,50958,,,,,,,,,,,,,,,,
Mar-20,Sunday,4087,91611,324679,432042,,,,,,,,,,,,,,,,
Mar-20,Monday,12404,13245,39843,87369,,,,,,,,,,,,,,,,
Mar-20,Tuesday,10446,11617,29068,70109,,,,,,,,,,,,,,,,
Apr-20,Wednesday,120520,121389,167867,2650630,,,,,,,,,,,,,,,,
Apr-20,Thursday,92307,173863,249946,2808589,,,,,,,,,,,,,,,,
Apr-20,Friday,86010,156701,62847,2586611,,,,,,,,,,,,,,,,
Apr-20,Saturday,172209,103456,136601,2244782,,,,,,,,,,,,,,,,
Apr-20,Sunday,55068,96708,201152,2432570,,,,,,,,,,,,,,,,
Apr-20,Monday,84090,134836,189343,2398913,,,,,,,,,,,,,,,,
Apr-20,Tuesday,95140,68705,65377,2149979,,,,,,,,,,,,,,,,
Apr-20,Wednesday,205571,173453,157959,2635786,,,,,,,,,,,,,,,,
Apr-20,Thursday,65321,173565,89732,2108019,,,,,,,,,,,,,,,,
Apr-20,Friday,40900,176549,197297,2672568,,,,,,,,,,,,,,,,
Apr-20,Saturday,24170,178214,94245,2387583,,,,,,,,,,,,,,,,
Apr-20,Sunday,250753,21471,26061,1947707,,,,,,,,,,,,,,,,
Apr-20,Monday,196340,284134,365835,2699194,,,,,,,,,,,,,,,,
Apr-20,Tuesday,45797,124455,45033,2334874,,,,,,,,,,,,,,,,
Apr-20,Wednesday,46142,155826,344021,2616445,,,,,,,,,,,,,,,,
Apr-20,Thursday,46335,180266,172413,1605305,,,,,,,,,,,,,,,,
Apr-20,Friday,45818,202345,74143,762612,,,,,,,,,,,,,,,,
Apr-20,Saturday,87692,139892,151746,2725171,,,,,,,,,,,,,,,,
Apr-20,Sunday,14536,210596,83069,2402813,,,,,,,,,,,,,,,,
Apr-20,Monday,46334,680026,825548,3638431,,,,,,,,,,,,,,,,
Apr-20,Tuesday,875593,156551,416827,4217712,,,,,,,,,,,,,,,,
Apr-20,Wednesday,47811,211443,201288,2690889,,,,,,,,,,,,,,,,
Apr-20,Thursday,105530,42566,167305,1854707,,,,,,,,,,,,,,,,
Apr-20,Friday,250681,266864,184125,2818319,,,,,,,,,,,,,,,,
Apr-20,Saturday,48325,39346,116993,1941614,,,,,,,,,,,,,,,,
Apr-20,Sunday,50209,34878,32463,1616530,,,,,,,,,,,,,,,,
Apr-20,Monday,75238,190900,188004,2518816,,,,,,,,,,,,,,,,
Apr-20,Tuesday,74082,145535,75641,2339807,,,,,,,,,,,,,,,,
Apr-20,Wednesday,47006,177566,192244,1974341,,,,,,,,,,,,,,,,
Apr-20,Thursday,56041,182919,113468,2262544,,,,,,,,,,,,,,,,
May-20,Friday,55901,218893,143667,2330639,,,,,,,,,,,,,,,,
May-20,Saturday,70479,127898,188567,2464896,,,,,,,,,,,,,,,,
May-20,Sunday,68953,105650,248690,1364128,,,,,,,,,,,,,,,,
May-20,Monday,69837,105361,94391,1247911,,,,,,,,,,,,,,,,
May-20,Tuesday,52192,283292,161849,663050,,,,,,,,,,,,,,,,
May-20,Wednesday,54436,51158,109570,322997,,,,,,,,,,,,,,,,
May-20,Thursday,155971,175023,308582,906879,,,,,,,,,,,,,,,,
May-20,Friday,101227,55536,56126,372689,,,,,,,,,,,,,,,,
May-20,Saturday,129532,233598,348166,938529,,,,,,,,,,,,,,,,
May-20,Sunday,124992,229212,311005,948445,,,,,,,,,,,,,,,,
May-20,Monday,77098,264625,270143,783654,,,,,,,,,,,,,,,,
May-20,Tuesday,68966,151281,118762,462170,,,,,,,,,,,,,,,,
May-20,Wednesday,53438,53188,95486,328301,,,,,,,,,,,,,,,,
May-20,Thursday,84400,170459,81971,656343,,,,,,,,,,,,,,,,
May-20,Friday,111551,84998,90097,775522,,,,,,,,,,,,,,,,
May-20,Saturday,118086,129978,309802,892590,,,,,,,,,,,,,,,,
May-20,Sunday,69976,161547,168931,771603,,,,,,,,,,,,,,,,
May-20,Monday,106030,215445,205659,896695,,,,,,,,,,,,,,,,
May-20,Tuesday,60297,156740,120529,509011,,,,,,,,,,,,,,,,
May-20,Wednesday,79073,167819,293077,691794,,,,,,,,,,,,,,,,
May-20,Thursday,80246,253519,242530,780627,,,,,,,,,,,,,,,,
May-20,Friday,62543,571821,616627,1798536,,,,,,,,,,,,,,,,
May-20,Saturday,363902,221715,234482,1437197,,,,,,,,,,,,,,,,
May-20,Sunday,130002,241797,196083,1151988,,,,,,,,,,,,,,,,
May-20,Monday,131868,244525,204569,1012770,,,,,,,,,,,,,,,,
May-20,Tuesday,238959,141222,126995,1053152,,,,,,,,,,,,,,,,
May-20,Wednesday,137662,248906,239962,1255226,,,,,,,,,,,,,,,,
May-20,Thursday,119472,203401,86870,804103,,,,,,,,,,,,,,,,
May-20,Friday,130229,89671,93856,723953,,,,,,,,,,,,,,,,
May-20,Saturday,101112,98229,216383,753553,,,,,,,,,,,,,,,,
May-20,Sunday,97624,103013,191300,785082,,,,,,,,,,,,,,,,
Jun-20,Monday,111525,80700,208606,757196,,,,,,,,,,,,,,,,
Jun-20,Tuesday,142694,232673,248778,1053696,,,,,,,,,,,,,,,,
Jun-20,Wednesday,154726,209174,188406,1125070,,,,,,,,,,,,,,,,
Jun-20,Thursday,273346,79198,253635,1228818,,,,,,,,,,,,,,,,
Jun-20,Friday,166518,183771,219630,1169251,,,,,,,,,,,,,,,,
Jun-20,Saturday,286345,202877,287858,1482606,,,,,,,,,,,,,,,,
Jun-20,Sunday,209062,200152,221678,1317637,,,,,,,,,,,,,,,,
Jun-20,Monday,227925,84432,147068,1131688,,,,,,,,,,,,,,,,
Jun-20,Tuesday,182585,236515,256183,1155829,,,,,,,,,,,,,,,,
Jun-20,Wednesday,137786,109555,79333,656561,,,,,,,,,,,,,,,,
Jun-20,Thursday,72951,70182,74592,366169,,,,,,,,,,,,,,,,
Jun-20,Friday,67772,76899,78199,377856,,,,,,,,,,,,,,,,
Jun-20,Saturday,45834,71386,66791,314648,,,,,,,,,,,,,,,,
Jun-20,Sunday,33905,66841,61801,265789,,,,,,,,,,,,,,,,
Jun-20,Monday,75336,69232,148736,446311,,,,,,,,,,,,,,,,
Jun-20,Tuesday,171382,68730,74160,562933,,,,,,,,,,,,,,,,
Jun-20,Wednesday,178028,73263,77105,588828,,,,,,,,,,,,,,,,
Jun-20,Thursday,95684,74418,76896,425588,,,,,,,,,,,,,,,,
Jun-20,Friday,87106,85656,131338,486774,,,,,,,,,,,,,,,,
Jun-20,Saturday,167735,77009,119332,629559,,,,,,,,,,,,,,,,
Jun-20,Sunday,64350,62874,107164,377849,,,,,,,,,,,,,,,,
Jun-20,Monday,116352,83056,376821,864420,,,,,,,,,,,,,,,,
Jun-20,Tuesday,257358,98406,380296,1178258,,,,,,,,,,,,,,,,
Jun-20,Wednesday,138121,115525,121091,613909,,,,,,,,,,,,,,,,
Jun-20,Thursday,125376,93245,271097,714065,,,,,,,,,,,,,,,,
Jun-20,Friday,101062,82933,122376,509935,,,,,,,,,,,,,,,,
Jun-20,Saturday,67003,77855,74732,374844,,,,,,,,,,,,,,,,
Jun-20,Sunday,52476,80618,70351,324977,,,,,,,,,,,,,,,,
Jun-20,Monday,117297,73393,123615,507719,,,,,,,,,,,,,,,,
Jun-20,Tuesday,103234,68351,73320,425023,,,,,,,,,,,,,,,,
Jul-20,Wednesday,94250,77014,80871,428556,,,,,,,,,,,,,,,,
Jul-20,Thursday,84918,80984,80314,426224,,,,,,,,,,,,,,,,
Jul-20,Friday,74575,81975,104984,429301,,,,,,,,,,,,,,,,
Jul-20,Saturday,40376,67661,58909,285046,,,,,,,,,,,,,,,,
Jul-20,Sunday,48265,71127,59599,299204,,,,,,,,,,,,,,,,
Jul-20,Monday,73702,78073,78602,381629,,,,,,,,,,,,,,,,
Jul-20,Tuesday,74839,77798,96032,438482,,,,,,,,,,,,,,,,
Jul-20,Wednesday,76160,77988,77720,387728,,,,,,,,,,,,,,,,
Jul-20,Thursday,75625,77978,78082,389700,,,,,,,,,,,,,,,,
Jul-20,Friday,75791,83899,86639,417200,,,,,,,,,,,,,,,,
Jul-20,Saturday,48110,76978,72913,337777,,,,,,,,,,,,,,,,
Jul-20,Sunday,27725,61719,67146,249134,,,,,,,,,,,,,,,,
Jul-20,Monday,71405,74928,76882,370127,,,,,,,,,,,,,,,,
Jul-20,Tuesday,73760,78857,77233,381861,,,,,,,,,,,,,,,,
Jul-20,Wednesday,73863,76177,79304,386694,,,,,,,,,,,,,,,,
Jul-20,Thursday,77318,78388,79822,418946,,,,,,,,,,,,,,,,
Jul-20,Friday,75928,83278,84871,410982,,,,,,,,,,,,,,,,
Jul-20,Saturday,51232,77784,69237,335001,,,,,,,,,,,,,,,,
Jul-20,Sunday,33345,66677,61502,271628,,,,,,,,,,,,,,,,
Jul-20,Monday,71486,71686,71863,363317,,,,,,,,,,,,,,,,
Jul-20,Tuesday,73732,74268,71163,378696,,,,,,,,,,,,,,,,
Jul-20,Wednesday,100340,71010,70272,417757,,,,,,,,,,,,,,,,
Jul-20,Thursday,192824,77628,79590,624838,,,,,,,,,,,,,,,,
Jul-20,Friday,93457,82211,82361,442039,,,,,,,,,,,,,,,,
Jul-20,Saturday,63308,78925,66930,356721,,,,,,,,,,,,,,,,
Jul-20,Sunday,66989,69254,66246,340479,,,,,,,,,,,,,,,,
Jul-20,Monday,76006,75611,72457,376151,,,,,,,,,,,,,,,,
Jul-20,Tuesday,110064,77220,80054,457927,,,,,,,,,,,,,,,,
Jul-20,Wednesday,90845,79157,79035,418967,,,,,,,,,,,,,,,,
Jul-20,Thursday,84645,77572,79352,409983,,,,,,,,,,,,,,,,
Jul-20,Friday,83167,81602,82593,453334,,,,,,,,,,,,,,,,
Aug-20,Saturday,10515,18918,18405,76561,,,,,,,,,,,,,,,,
Aug-20,Sunday,28707,57892,51921,225167,,,,,,,,,,,,,,,,
Aug-20,Monday,14895,14554,15849,71446,,,,,,,,,,,,,,,,
Aug-20,Tuesday,18858,18978,22113,95954,,,,,,,,,,,,,,,,
Aug-20,Wednesday,18995,18674,22587,96583,,,,,,,,,,,,,,,,
Aug-20,Thursday,19258,19960,23239,99805,,,,,,,,,,,,,,,,
Aug-20,Friday,18561,21826,24431,103846,,,,,,,,,,,,,,,,
Aug-20,Saturday,10564,18977,17698,77228,,,,,,,,,,,,,,,,
Aug-20,Sunday,6790,16305,15100,59765,,,,,,,,,,,,,,,,
Aug-20,Monday,24933,30056,33180,139745,,,,,,,,,,,,,,,,
Aug-20,Wednesday,19396,18834,22229,96495,,,,,,,,,,,,,,,,
Aug-20,Thursday,27452,31093,35151,150080,,,,,,,,,,,,,,,,
Aug-20,Friday,18729,20660,24403,102285,,,,,,,,,,,,,,,,
Aug-20,Saturday,10695,20160,17840,78808,,,,,,,,,,,,,,,,
Aug-20,Sunday,28171,59180,53634,226189,,,,,,,,,,,,,,,,
Aug-20,Monday,19171,18634,21391,94845,,,,,,,,,,,,,,,,
Aug-20,Tuesday,19426,17285,22082,95031,,,,,,,,,,,,,,,,
Aug-20,Wednesday,20485,18548,22435,99122,,,,,,,,,,,,,,,,
Aug-20,Thursday,19394,19313,24312,100327,,,,,,,,,,,,,,,,
Aug-20,Friday,18667,21241,24498,102182,,,,,,,,,,,,,,,,
Aug-20,Saturday,10135,18597,17336,74652,,,,,,,,,,,,,,,,
Aug-20,Sunday,6729,16902,15549,60780,,,,,,,,,,,,,,,,
Aug-20,Monday,18651,17970,21269,92527,,,,,,,,,,,,,,,,
Aug-20,Tuesday,19962,18596,22159,97180,,,,,,,,,,,,,,,,
Aug-20,Wednesday,19182,23320,27717,110934,,,,,,,,,,,,,,,,
Aug-20,Thursday,19752,22693,23437,103190,,,,,,,,,,,,,,,,
Aug-20,Friday,19585,25144,26761,115965,,,,,,,,,,,,,,,,
Aug-20,Saturday,10314,18965,17663,74746,,,,,,,,,,,,,,,,
Aug-20,Sunday,6174,16276,15125,57402,,,,,,,,,,,,,,,,
Aug-20,Monday,20010,18796,22088,96639,,,,,,,,,,,,,,,,
Sep-20,Tuesday,68577,55780,58944,314469,,,,,,,,,,,,,,,,
Sep-20,Wednesday,10197,9507,10894,50144,,,,,,,,,,,,,,,,
Sep-20,Thursday,24478,26450,29954,129733,,,,,,,,,,,,,,,,
Sep-20,Friday,19372,23042,25789,108733,,,,,,,,,,,,,,,,
Sep-20,Saturday,11002,18899,17952,77944,,,,,,,,,,,,,,,,
Sep-20,Sunday,6789,16352,15514,61425,,,,,,,,,,,,,,,,
Sep-20,Monday,7795,16966,15377,62143,,,,,,,,,,,,,,,,
Sep-20,Tuesday,25454,29448,32759,137449,,,,,,,,,,,,,,,,
Sep-20,Wednesday,26567,29330,33831,142392,,,,,,,,,,,,,,,,
Sep-20,Thursday,26636,30532,35043,146587,,,,,,,,,,,,,,,,
Sep-20,Friday,20596,27335,31361,127839,,,,,,,,,,,,,,,,
Sep-20,Saturday,17919,31988,29489,128791,,,,,,,,,,,,,,,,
Sep-20,Sunday,5906,15447,14151,54749,,,,,,,,,,,,,,,,
Sep-20,Monday,13201,13298,15221,66887,,,,,,,,,,,,,,,,
Sep-20,Tuesday,20493,19904,23096,100875,,,,,,,,,,,,,,,,
Sep-20,Wednesday,20359,19516,23452,101117,,,,,,,,,,,,,,,,
Sep-20,Thursday,20761,21791,30159,113604,,,,,,,,,,,,,,,,
Sep-20,Friday,27483,31470,36070,153632,,,,,,,,,,,,,,,,
Sep-20,Saturday,11100,19364,18723,79268,,,,,,,,,,,,,,,,
Sep-20,Sunday,15088,29010,30601,116487,,,,,,,,,,,,,,,,
Sep-20,Monday,20750,18963,22551,98892,,,,,,,,,,,,,,,,
Sep-20,Tuesday,14423,14697,18340,74167,,,,,,,,,,,,,,,,
Sep-20,Wednesday,73481,71675,77210,363031,,,,,,,,,,,,,,,,
Sep-20,Thursday,74983,72350,75006,370799,,,,,,,,,,,,,,,,
Sep-20,Friday,75759,79906,85704,405805,,,,,,,,,,,,,,,,
Sep-20,Saturday,17717,33272,32009,134131,,,,,,,,,,,,,,,,
Sep-20,Sunday,14998,30227,28860,114993,,,,,,,,,,,,,,,,
Sep-20,Monday,74625,69353,71994,358726,,,,,,,,,,,,,,,,
Sep-20,Tuesday,72885,59542,65957,335509,,,,,,,,,,,,,,,,
Sep-20,Wednesday,20887,19678,24049,102512,,,,,,,,,,,,,,,,
Oct-20,Thursday,27607,31793,38440,153797,,,,,,,,,,,,,,,,
Oct-20,Friday,27299,36328,41632,165877,,,,,,,,,,,,,,,,
Oct-20,Saturday,19376,34023,32872,139402,,,,,,,,,,,,,,,,
Oct-20,Sunday,12691,25875,25323,96997,,,,,,,,,,,,,,,,
Oct-20,Monday,68133,67661,72477,343424,,,,,,,,,,,,,,,,
Oct-20,Tuesday,27345,32149,36565,150527,,,,,,,,,,,,,,,,
Oct-20,Wednesday,27500,32075,38149,152841,,,,,,,,,,,,,,,,
Oct-20,Thursday,27365,33730,37387,155427,,,,,,,,,,,,,,,,
Oct-20,Friday,75521,83421,82601,404412,,,,,,,,,,,,,,,,
